Technology Name,Country Name,Metric,Unit,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Data Source,Country Code,Spatial Scale,ID
Jet Aircraft,Boeing,Cumulative Total Capacity,MW,677.2591542857143,7195.878514285715,14899.701394285716,21672.292937142858,27428.99574857143,30620.227110593743,38791.14073499467,49743.52097812176,63809.88372076669,82063.63365621498,104567.00655761277,121750.20672418058,152572.7785582004,174956.4051946743,186474.7943463784,201290.6261879782,216207.43417748073,229489.46684481713,242531.56108874697,253199.21089486615,270847.56598486844,299904.75822802767,330736.4240929057,354917.2550455816,370753.6263592283,390316.03996658896,403757.1765215791,421832.3777743445,444265.24513445894,466432.6018448901,490882.006637736,518919.52173964237,559880.6572383108,602443.7963448506,645404.5828874728,679680.9642623672,706994.3968080918,728625.3992893128,754472.1094077571,792300.7749855191,844955.5996414869,900943.5121435139,942444.574563484,987861.3722035488,1022535.1280609405,1048144.3474511255,1071349.8043944305,1094650.6253482103,1127160.1214244822,1164968.9585929231,Wilson & Grubler,US,National,Jet Aircraft_Cumulative Total Capacity_US
Jet Aircraft,Boeing,Cumulative Total No. of Units, #,8.0,85.0,176.0,256.0,324.0,364.0,497.0,669.0,887.0,1164.0,1540.0,1831.0,2034.0,2175.0,2272.0,2428.0,2617.0,2787.0,2925.0,3045.0,3248.0,3534.0,3833.0,4090.0,4267.0,4470.0,4616.0,4819.0,5061.0,5331.0,5621.0,5905.0,6290.0,6725.0,7171.0,7501.0,7773.0,7980.0,8199.0,8520.0,9030.0,9603.0,10086.0,10611.0,10992.0,11273.0,11558.0,11848.0,12246.0,12687.0,Wilson & Grubler,US,National,Jet Aircraft_Cumulative Total No. of Units_US
Jet Aircraft,Boeing, Average Capacity of Unit Additions,MW,84.65739428571429,84.65739428571429,84.65739428571429,84.65739428571429,84.65739428571429,79.78078405055786,61.435440784969366,63.67662932050637,64.52459973690333,65.89801420739458,59.84939601435581,59.048797823257054,151.83532923162477,158.7491250813752,118.74627991447512,94.97328103589625,78.92490999736783,78.12960392550826,94.50792930383933,88.89708171765993,86.937709802967,101.59857427678048,103.1159393474181,94.08883639173506,89.47102437088519,96.36656949438758,92.06257914376818,89.04040025992833,92.69779900873715,82.10132114974515,84.30829238912365,98.72364472502238,106.39255973680102,97.84629679664306,96.32463350363734,103.86782234816496,100.41703141810497,104.49759652763777,118.02150739015663,117.84631021109668,103.24475422738786,97.71014398259511,85.9235246790273,86.5081859810756,91.00723322150073,91.13601206471535,81.42265594142138,80.34765846130963,81.68215094540675,85.73432464499078,Wilson & Grubler,US,National,Jet Aircraft_ Average Capacity of Unit Additions_US
Jet Aircraft,Boeing,Maximum Capacity of Unit Additions,MW,84.65739428571429,85.77777777777779,85.77777777777779,85.77777777777779,85.77777777777779,85.77777777777779,85.77777777777779,85.77777777777779,85.77777777777779,85.77777777777779,85.77777777777779,229.4242962962963,259.68444444444447,259.68444444444447,259.68444444444447,259.68444444444447,259.68444444444447,259.68444444444447,259.68444444444447,259.68444444444447,259.68444444444447,259.68444444444447,259.68444444444447,259.68444444444447,259.68444444444447,263.50333333333333,263.50333333333333,263.50333333333333,263.50333333333333,263.50333333333333,263.50333333333333,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,286.9622222222222,Wilson & Grubler,US,National,Jet Aircraft_Maximum Capacity of Unit Additions_US
