Technology Name,Country Name,Metric,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Data Source,Country Code,Spatial Scale,ID
Electric Bicycles,China,Cumulative Total Capacity,MW,5.8125,26.931250000000002,84.28125,197.81875,425.16499999999996,1043.03375,2593.03375,4724.2837500000005,9141.783750000002,15186.783750000002,21774.283750000002,29524.283750000002,38704.158749999995,48391.658749999995,Wilson & Grubler,CN,National,Electric Bicycles_Cumulative Total Capacity_CN
Electric Bicycles,World,Cumulative Total Capacity,MW,6.0546875,28.05338541666667,87.79296875,206.06119791666666,442.88020833333337,1086.4934895833333,2701.076822916667,4921.128906250001,9522.691406250002,15819.566406250004,22681.54557291667,30754.462239583336,40316.83203125,50407.97786458333,Wilson & Grubler,World,Global,Electric Bicycles_Cumulative Total Capacity_World
Electric Bicycles,China,Cumulative Total No. of Units, #,15000.0,69500.0,217500.0,510499.99999999994,1097200.0,2691700.0,6691700.0,12191700.0,23591700.000000004,39191700.00000001,56191700.00000001,76191700.0,99881700.0,124881700.0,Wilson & Grubler,CN,National,Electric Bicycles_Cumulative Total No. of Units_CN
Electric Bicycles,World,Cumulative Total No. of Units, #,15625.0,72395.83333333334,226562.5,531770.8333333333,1142916.6666666665,2803854.166666667,6970520.833333334,12699687.500000002,24574687.500000004,40824687.5,58533020.833333336,79366354.16666667,104043437.5,130085104.16666667,Wilson & Grubler,World,Global,Electric Bicycles_Cumulative Total No. of Units_World
Electric Bicycles,China, Average Capacity of Unit Additions,MW,,,,,,,,,,,,,,,Wilson & Grubler,CN,National,Electric Bicycles_ Average Capacity of Unit Additions_CN
Electric Bicycles,World, Average Capacity of Unit Additions,MW,,,,,,,,,,,,,,,Wilson & Grubler,World,Global,Electric Bicycles_ Average Capacity of Unit Additions_World
Electric Bicycles,China,Maximum Capacity of Unit Additions,MW,,,,,,,,,,,,,,,Wilson & Grubler,CN,National,Electric Bicycles_Maximum Capacity of Unit Additions_CN
Electric Bicycles,World,Maximum Capacity of Unit Additions,MW,,,,,,,,,,,,,,,Wilson & Grubler,World,Global,Electric Bicycles_Maximum Capacity of Unit Additions_World
