"Country or Area","Unit","1995","1995 Footnotes","1996","1996 Footnotes","1997","1997 Footnotes","1998","1998 Footnotes","1999","1999 Footnotes","2000","2000 Footnotes","2001","2001 Footnotes","2002","2002 Footnotes","2003","2003 Footnotes","2004","2004 Footnotes","2005","2005 Footnotes","2006","2006 Footnotes","2007","2007 Footnotes","2008","2008 Footnotes","2009","2009 Footnotes","2010","2010 Footnotes","2011","2011 Footnotes","2012","2012 Footnotes","2013","2013 Footnotes","2014","2014 Footnotes","2015","2015 Footnotes","2016","2016 Footnotes"
"Mexico","Mil. USD","1802.52904271021","","2049.6487568544","","2337.85357253809","","2568.27854360451","","2986.24612627247","","3554.86147036972","","3929.52873164384","","4163.85392439038","","3850.19243717164","","4089.59208929082","","4523.31528957817","","5247.15404512086","","5316.25924691717","","5455.58362521955","","4960.75953816468","","5247.70942300477","","5827.31293100378","","6088.9216268195","","6072.84298361901","","6461.45744388732","","6197.59889489543","","6132.78730574992",""
"Mexico","Thousand hectolitres","44204.8","","48111.4","","51315.2","","54569","","57964.4","","60041.3","","61903.3","","63367.9","","65511.7","","68132.5","","72664.9","","78456.4","","80540.3","","81611.3","","82235.9","","79915.9","","84708.2","","86236.5","","84645.3","","91310.7","","97247.7","","104421.7",""
"Mongolia","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","8.33566580180397","","14.8787570924776","","24.6009178231049","","32.9037285565745","","49.6176843788541","","66.4180094059808","","72.0864143460128","","60.21606690607","","58.9568375041168","","80.9023910916007","","53.5181393924784",""
"Mongolia","Thousand hectolitres","13.034","","16.923","","45.259","","36.5","","18.5","","32.472","","42.678","","33.8","","30.276","","79.807","","79.969","","73.9","","183.7772","","198.9102","","324.451","","448.785","","571.336","","651.246","","637.753","","677.407","","748.5718","","757.323",""
"Montenegro","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.1990866089442","4"
"Montenegro","Thousand hectolitres","","","","","","","","","","","","","","","301.213","","553.282","","491.189","","515.332","","516.942","","534.386","","556.521","","456.896","","423.799","","404.396","","433.88","","400.72","","364.511","","357.804","","363.664","4"
"Mozambique","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","77.596044871983","","95.8694762131034","","","","163.007889509181","","111.277652094326","","153.43199856901","","182.973352832807","","226.7681941377","","268.755256508041","","163.678057380549","","",""
"Mozambique","Thousand hectolitres","244","","374","","631","","75","","95","","989","","982","","779","","1044","","1025","","1412.09249","","1971.039734367","","1971.039734367","","1905.9680352","","2401.328760393","","1623.7175466","","1851.32421","","2010.4679764","","2080.820072","","2168.1593125","","2534.52","","",""
"Myanmar","Thousand hectolitres","","","","","","","","","","","0","16","55.098633586","16","87.466807771","16","85.966597451","16","84.375465293","16","113.334070568","16","74.419524076","16","62.50876335","16","70.237119546","16","71.510025272","16","776.336110348","16","904.990510552","16","949.951359245","16","1198.25889773","16","","","","","",""
"Namibia","Thousand hectolitres","","","","","","","","","","","1111.1824","","1168.262","","1226.125","","1207.7","","1256.1","","1188.05","","1315.973","","1805.805","","1852.791","","2051.793","","2054.425","","2083.685","","2327.484","","2417.705008223","","2124","","2029.607703","","1935.194",""
"Nepal","Mil. USD","","","","","","","","","","","","","31.4746311670897","","","","","","","","","","","","34.8799072619521","","","","","","","","59.564000085344","","","","","","","","","","",""
"Nepal","Thousand hectolitres","167.76","","183.15","","215","","139","","188","","217","","233","","228","","241.62","","249.77","","259.51","","","","","","","","","","","","","","","","","","","","","","",""
"Netherlands","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3062.46472078615","","2753.45958583507","","2915.7182870274","","3004.65390202072","","2541.20470883757","","2572.86683665239",""
"Netherlands","Thousand hectolitres","22380","","22670","","23780","","23040","","23799","","24956","","24605","","24774","","25699","","24546","","24543","","25726","","25982","","26991","","25640","","24493","","24449","","24959","","25509","","26121.36","","27825.54","","26437.41",""
"New Zealand","Thousand hectolitres","3488","","3435","","3214","","3206","","3146","","2980","","3070","","3093","","3127","","3060","","3036","","2909","","2862","","2966","","2815","","","","","","","","","","","","","","",""
"Niger","Thousand hectolitres","","","78.13848","","72.05477","","69.935","","69.08402","","71.543","","68.201","","65.444","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nigeria","Mil. USD","","","46.3458441252119","","47.751220626135","","51.2644504165116","","45.0658395613512","","41.0653442240375","","37.4275574535034","","34.557510726618","","32.2602398114568","","31.3515533096379","","31.7448955495236","","","","","","","","","","","","","","","","","","","","","","",""
"Nigeria","Thousand hectolitres","1461","","","","","","","","","","","","4048.857","","4142.361","","4010.668","","4067.295","","4073.441","","","","","","","","","","","","","","","","","","","","","","",""
"Norway","Mil. USD","","","","","","","","","","","","","","","309.439934594047","","344.825040664951","","301.885523550501","","327.512611563834","","342.879417879418","","","","","","","","","","","","","","","","","","","","353.338082678541","4"
"Norway","Thousand hectolitres","2255","","","","2396","","1833","","2651","","","","2462","","2377","","","","2352","","2442","","2410","","","","","","","","","","","","","","","","","","","","2414.89812","4"
"Panama","Mil. USD","","","","","","","","","64.999689","","62.370843","","58.297352","","61.307046","","65.244575","","61.02183","","61.942024","","61.335204","","88.918232","","136.248052","","133.397202","","114.528481","","139.999697","","177.7","","178.3","","221.5","","187.6","","249.884271",""
"Panama","Thousand hectolitres","1274","","1229","","1335","","1448","","1454.6024","","1393.22427","","1255.63265","","1332.41418","","1478.67958","","1632.44379","","1658.47899","","1778.24816","","1926.15906","","2142.36418","","2289.72367","","2355.83212","","2476.70848","","2610.72116","","2620.56369","","2774.52029","","2672.668","","2716.25067",""
"Peru","Mil. USD","","","","","","","619.795221843003","","533.793103448276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Peru","Thousand hectolitres","7615","","7473","","7650","","6557","","6168","","5706","","5296","","6170","","6483","","6733","","7970","","9634","","10371","","11798","","11697","","12303","","13054","","13651","","13493","","13551","","13560","","13601",""
"Poland","Mil. USD","","","","","","","","","","","1477.35600513107","","1645.88778426439","","1778.66193903645","","1999.60144764501","","1852.91524365654","","2613.82894879179","","2971.19869810059","","3731.8231904478","","4677.70224689949","","3697.04367055983","","3879.01701323251","","4017.45252083272","","3873.18850785193","","3840.23159996834","","3733.79122654017","","2912.53898395013","","2743.84846599431",""
"Poland","Thousand hectolitres","15205","","16667","","19281","","21017","","23360","","24738.5","7","15069.4","","26714.6","","28411.5","","29793.9","","31342.6","","33531","","36351.3","","37095.3","","35842.4","","36363.2","","37897.1","","39701.5","","39386.7","","39708.6","","40247.175","","40498.164","4"
"Portugal","Mil. USD","496.277673930329","","487.544811527523","","431.063214198764","","467.322372220524","","424.954477959179","","399.078424023077","","404.944570518385","","319.690402505916","","404.236233177614","","475.560770582283","","522.078045565338","","536.351072635639","","607.543031941284","","917.676261747265","","874.281649534744","","887.429342099648","","957.927023412724","","872.531383538291","","868.666023910998","","863.375987013781","","684.822477259423","","683.067512394275",""
"Portugal","Thousand hectolitres","6895","","6619","","6494","","6617","","6641","","6718","","6509","","6689","","7110","","7712","","7701.88041","","8333.11962","","8189.43847","","7738.09218","","7395.71064","","7659.18978","","8258.6959","","8306.66596","","7481.86564","","7252.23098","","6683.34908","","6827.6762",""
"Puerto Rico","Thousand hectolitres","397","","360","","317","","263","","259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Republic of Korea","Thousand hectolitres","17554","","17210","","16906.64","","14079.61","","14866.13","","16543.93","","17764.7","","18223.65","","17863.39","","18033.19","","17489.42","","17400.25","","18199.99","","19073.26","","18830.93","","19400.63","","","","","","","","","","","","",""
"Republic of Moldova","Thousand hectolitres","276","","226","","238","","278","","202","","249","","318","","438","","566","","653.2","","724","","","","","","","","","","","","","","","","","","","","930.84","","797.24",""
"Romania","Mil. USD","","","","","","","","","","","","","","","367.155713902375","","491.823649472636","","595.453229074687","","633.844831336879","","808.430570965771","","1283.59807238798","","1368.92891290036","","1058.99207201594","","1002.93306900784","","1090.22894041616","","1054.69985392823","","1099.27121561545","","1034.39981487978","","1065.0641590193","","1173.05525523915",""
"Romania","Thousand hectolitres","8768","","8118","","7651","","9989","","11133","","12664","","12087","","11513","","13087","","14159","","14713","","17554","","18865","","19518","","17891","","16458","","16967","","18014","","17265","","16369","","17784","","17631.579",""
"Russian Federation","Thousand hectolitres","21335","17","20832","17","26103","17","33631","17","44484","17","51563","17","63780","17","70266","17","75540","17","83787","17","90986","17","100051","17","114722","17","113969","17","109106","17","98380.8","18","99371.7","18","97399.32","18","88823","18","82286.036","18","77983.935","18","78273.651","18"
"Rwanda","Thousand hectolitres","","","","","","","","","","","","","","","","","412.28","","437.95","","540.537","","702.179","","730.996","","854.583","","868.817","","1007.8602","","1184.755406926","","1293.458579087","","","","","","","","",""
"Saint Kitts and Nevis","Thousand hectolitres","17.24","","20.29","","18.88","","20.07","","20.11","","19.93","","19.79","","19.57","","19.38","","20.91","","29.48","","35.1","","37.95","","39.68","","38.88","","36.99","","","","","","","","","","","","",""
"Serbia","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260.148358680546","4"
"Serbia","Thousand hectolitres","","","","","","","","","","","","","","","","","","","","","","","6451","","6547","","6470","","5436","","5289","","","","","","","","","","","","5388.452","4"
"Serbia and Montenegro","Thousand hectolitres","5611","","5987","","6106","","6630","","6786","7","6734","","6063","","5764","","6049","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Seychelles","Thousand hectolitres","58","","63","","71","","72","","68","","70.46","","72.41","","76.05","","65.19","","63.16","","62.63","","67.37","","75.06","","60.57","","","","","","","","","","","","","","","","",""
"Sierra Leone","Thousand hectolitres","","","5623","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","Mil. USD","","","","","","","","","","","","","98.0253611324618","","125.388517817845","","157.63650331426","","168.925351927106","","152.80330128231","","160.789298672436","","192.837763049553","","245.4425229288","","226.727103586268","","202.636941809605","","226.591806394981","","238.984359759833","","263.101087706051","","205.423491970449","","161.351471156342","","168.913790261478",""
"Slovakia","Thousand hectolitres","4369","","4666","","5577","","4478","","4473","","4491","","4215.86906","","4747.32962","","4683.5639","","3877.10821","","3809.67141","","3986.56129","","3556.79001","","3375.21001","","2950.25951","","2591","","3002","","2864","","2898","","2313","","2010","","2052.098",""
"Slovenia","Mil. USD","","","","","","","","","136.65090978563","","127.721991939115","","126.426871955946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovenia","Thousand hectolitres","2104","","2133","","","","1976","","2084","","2463","","2449","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spain","Mil. USD","","","","","","","","","","","","","","","","","","","3188.61634165875","","3428.59274735114","","3531.37097271603","","4396.16088689672","","4697.69854836933","","4417.62774744088","","4434.17307959841","","4238.51789998955","","3804.47682391864","","4000.48233097157","","4236.26083329012","","3551.23182372361","","3776.40192760297",""
"Spain","Thousand hectolitres","25396","","24520","","24786","","22428","","26007","","26388","","26802","","28631","","31028","","31467","","31156","","34032","","33502","","32555","","33649","","31591","","29593","","31796","","31210","","32007","","33357","","37005",""
"Sri Lanka","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","81.7616857629495","","38.742040021949","","67.3540788497436","","64.166922859124","","","","","","","","","","","","",""
"Suriname","Thousand hectolitres","65","","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sweden","Mil. USD","","","517.450470334393","","492.737674927386","","433.340519336494","","411.017180784422","","365.085227936788","","328.681900865699","","349.487203099341","","419.10370054717","","405.503600091805","","401.306644084898","","435.526901763844","","488.738039613717","","516.295524304937","","478.965980273682","","517.224072205099","","577.511524063943","","545.54913113139","","439.555949330475","","403.232574698085","","342.917792672947","","365.280079873733",""
"Sweden","Thousand hectolitres","5471","","5320","","5129","","4763","","4718","","4686","","4522","","4527","","4255","","3870","","3952","","4381.242","","4447.334","","4337.485","","4563.177","","4616.886","","4590.906","","4471","","3436.906","","3283.67","","3392.062","","3590.222",""
"Switzerland","Thousand hectolitres","3672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Syrian Arab Republic","Thousand hectolitres","102","","102","","96.98","","97.44","","120.62","","90.78","","99.5","","103.7","","100.13","","108.55","","110.73","","106.5","","98.91","","78.99","","","","","","","","","","","","","","","","",""
"Tajikistan","Thousand hectolitres","46.9","","6.4","","6.2","","8.8","","7.3","","4.3","","8.4","","8.9","","8.9","","10.7","","12.6","","15.8","","19.12","","18.1","","16.15","","11.14","","10.12","","9.92","","10.89","","10.95","","10.55","","10.42",""
"Thailand","Thousand hectolitres","6473","","7590","","8740","","9770","","10420","","11650","","12380","","12750","","16020","","16320","","16950","","20110","","21612","","21600","","","","","","","","","","","","","","","","",""
"The former Yugoslav Republic of Macedonia","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1507279740579","4"
"The former Yugoslav Republic of Macedonia","Thousand hectolitres","620","","622","","600","","578","","652","","661","","618","","657","","680","","716","","695","","670","","695","","718","","636","","631","","612","","634","","617","","641","","657","","672",""
"Togo","Thousand hectolitres","","","","","","","","","","","","","","","","","","","313","","325","","345","","414.385","","361.25455","","521.73546","","505.93647","","577.28184","","606.0135","","678.52992","","716.57419","","774.9953","","806.89831",""
"Trinidad and Tobago","Thousand hectolitres","428","","419","","407","","517","","522","","625","","","","","","","","","","","","","","","","","","503.77","","526.35","","521.33","","538.56","","545.29","","558.1","","546.15","","514.8",""
"Tunisia","Thousand hectolitres","659","","662","","780","","813","","912","","1066","","1087","","1100","","997","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turkey","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","587.085937953156","","561.57338230764","","479.385971616336","","464.548808932813",""
"Turkey","Thousand hectolitres","6946","","7381","","7656","","7130","","7188","","7649","","7441","","7845","","8363","","8812","","","","","","","","","","","","","","","","","","1000.160311","","1012.513169","","974.005753","","948",""
"Turkmenistan","Thousand hectolitres","113","","17","","44","","29","","37","","52","","79","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Uganda","Mil. USD","","","","","","","","","","","","","","","","","","","54.2508668620223","19","141.898386142258","","146.148572099716","","236.100139896123","","271.866061219853","","229.617194091477","","262.923092062886","","338.237021749311","","344.915635869087","","298.616822788696","","321.580131331093","","294.505359026339","","",""
"Uganda","Thousand hectolitres","512","","642","","896.39","","1104.69","","1178.45","","1260.92","","1079.14","","989.1","","826.4","","1148.7","","1359.2","","1616.2","","1734.23075","","1880.132","","1928.003","","1823.242125","","1823.242125","","2544.72725","","2551.069","","","","","","",""
"Ukraine","Thousand hectolitres","7102","","6025","","6125","","6842","","8407","","10765","","13059","","15000","","17012","","19373","","23805","","26750","","31579","","32039","","30005","","30956","","30297","7","29674","","27397","","24224","","19482","","18066",""
"United Kingdom","Mil. USD","8167.68247706702","","8181.96810648768","","8725.25359321795","","7769.9845539739","","7485.88101147881","","5242.6060719919","","5194.08915216906","","5513.44627236258","","6117.4991530232","","7677.50558423963","","6860.32806160019","","7118.88669455245","","6981.70631254939","","6856.2786027976","","7378.48241880896","","6005.52385774289","","6470.55539471315","","5098.14449502418","","5073.00295126207","","5339.54550812116","","5403.7497981099","","4482.80517499655","4"
"United Kingdom","Thousand hectolitres","65374","","63124","","64816","","60915","","62510","","54206","","57032","","60646","","64253","","73622","","126655.65","","130607.46","","62511.27","","60175.22","","52231.79","","52331.14","","54551.35","","43582.84","","","","","","","","51470.34","4"
"United Republic of Tanzania","Mil. USD","","","","","","","","","","","","","","","","","","","","","201.175590386147","20","220.120621423223","20","253.051426322983","20","333.959227250982","20","386.920649436104","20","","","","","","","406.885133761264","20","443.027207680935","20","384.525697787589","20","",""
"United Republic of Tanzania","Thousand hectolitres","893.01","20","1250.74","20","1483.4","20","1707","20","1673.53","20","1830.03","20","1756.49","20","1758.7","20","1941","20","2026.28","20","2166.04","20","2990.36","20","3101.94","20","2935.43","20","2869.01","20","2423.27","20","2697.33","20","3386.5","20","3742.38","20","3799.13","20","3917.42","20","",""
"United States of America","Thousand hectolitres","","","233485","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Uruguay","Mil. USD","","","","","80.6216876665902","","74.5520290936868","","64.3657246920004","","63.7899938496545","","54.3949195079252","","","","30.6226815088262","","","","","","","","","","","","","","184.000169497651","","","","224.058151543242","","259.549929592858","","","","","","",""
"Uruguay","Thousand hectolitres","998","","913","","939","","860","","741","","706","","629","","507","","415","","","","","","","","","","","","","","1052","","","","1025.65","","1070","","","","","","",""
"Uzbekistan","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115.875754906338",""
"Uzbekistan","Thousand hectolitres","724","","677","","619","","569","22","422","22","609","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2271.62928",""
"Viet Nam","Thousand hectolitres","4650","","5334","","5811","","6700","","6898","","7791","","8712","","9398","","11189","","13428","","14606","","15472","","16553","","18472","","20075","","24202","","26256.91","","29787.13","","30041.03","","32871.52","","35268.38","","38451",""
"Zambia","Thousand hectolitres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5730.17","","4794.5233","","8776.7","","9824.32","","10115.93","","10616.88","","9939.465","","",""
"Zimbabwe","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","9.4","","22.7","","28","","36.387","","","","","","",""
"Zimbabwe","Thousand hectolitres","","","","","","","","","","","","","4746.656426071","","2957.026475","","","","","","","","","","","","","","","","255.1","","156.1","","278.7","","546.778","","","","","","",""

"fnSeqID","Footnote"
"1","Source: Economist Intelligence Unit (London)."
"2","Excluding light beer containing less than 1.15% by volume of alcohol."
"3","Twelve months ending 30 June of year stated."
"4","Calculated by the Statistics Division of the United Nations, based on Prodcom data."
"5","Incomplete coverage."
"6","Source: Afristat: Sub-Saharan African Observatory of Economics and Statistics (Bamako)."
"7","Break in series; data prior to the sign not comparable to following years."
"8","Excluding the Federation of Bosnia and Herzegovina."
"9","Provisional or estimated figure."
"10","Excluding beer in barrels and kegs."
"11","Original data in metric tons."
"12","Twelve months ending 7 July of the year stated."
"13","Production by large and medium scale establishments only."
"14","Production by establishments employing 10 or more persons."
"15","Twelve months beginning 1 April of year stated."
"16","Twelve months ending 31 March of year stated."
"17","Including dregs from brewing."
"18","Including beverages made from beer."
"19","For July to December."
"20","Tanganyika only."
"21","Twelve months ending 30 September of year stated."
"22","Source: Statistical Yearbook for Asia and the Pacific, United Nations Economic and Social Commission for Asia and the Pacific (Bangkok)."
