"Country or Area","Unit","1995","1995 Footnotes","1996","1996 Footnotes","1997","1997 Footnotes","1998","1998 Footnotes","1999","1999 Footnotes","2000","2000 Footnotes","2001","2001 Footnotes","2002","2002 Footnotes","2003","2003 Footnotes","2004","2004 Footnotes","2005","2005 Footnotes","2006","2006 Footnotes","2007","2007 Footnotes","2008","2008 Footnotes","2009","2009 Footnotes","2010","2010 Footnotes","2011","2011 Footnotes","2012","2012 Footnotes","2013","2013 Footnotes","2014","2014 Footnotes","2015","2015 Footnotes","2016","2016 Footnotes"
"Ireland","Mil. USD","0","","0","","0","","2.93975925743139","","13.8146614037907","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","0","4"
"Ireland","Thousand units","0","","0","","0","","","","24.466","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","0","4"
"Italy","Mil. USD","","","","","","","","","","","","","","","","","285.811777386312","","291.750945223594","","","","","","","","","","","","","","","","","","","","","","","","448.082145763699","4"
"Italy","Thousand units","1514","","1321","","960","","817","","917","","829","","712","","598","","4252.395","","3982.579","","","","","","","","","","","","","","","","","","","","","","","","4652.515","4"
"Japan","Mil. USD","","","","","730.112986838159","","847.536344479371","","687.71132681669","","621.144995710518","","505.525648529129","","451.159531636006","","381.718948175136","","384.10216450247","","302.717667937725","","267.465039596751","","355.309945239786","","424.160358345653","","491.759711345304","","417.419140776858","","601.889391925752","","570.632137647676","","454.948516998722","","399.576077277464","","349.170475416533","","406.726909568547",""
"Japan","Thousand units","6580","","6138","","5979","","2850.702","","4630.527","","4272.514","","4425.562","","5257.278","","3681.189","","3506.764","","2646.536","","2481.124","","2688.716","","2200.807","","2018.142","","1550.066","","2038.7","","1807.275","","1644.075","","1285.093","","1054.63","","1215.457",""
"Kazakhstan","Thousand units","18","","6","","9","","3","","5","","4","","10","","18","","19","","","","0","","","","","","","","2.6","","","","","","","","","","","","","","100",""
"Kyrgyzstan","Thousand units","","","","","","","","","","","","","","","","","0","","2.123","","0.46","","0","","0","","0","","0","","0","","0","","0","","","","","","0","","0",""
"Latvia","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4"
"Latvia","Thousand units","13","","13","","","","6","","2.098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4"
"Lithuania","Mil. USD","","","","","18.725","","16.3","","20.2","","25.35","","30.35","","35.3281131369905","","37.4077058785093","","40.6388328623104","","54.4695884139472","","43.0197385751528","","57.177386601155","","60.7956895728816","","52.5352853558058","","57.6589717355161","","64.9675525560592","","59.1149502925503","","59.0540207238929","","54.2307692307692","","57.0570628423986","","27.1007168208181","4"
