"Country or Area","Unit","1995","1995 Footnotes","1996","1996 Footnotes","1997","1997 Footnotes","1998","1998 Footnotes","1999","1999 Footnotes","2000","2000 Footnotes","2001","2001 Footnotes","2002","2002 Footnotes","2003","2003 Footnotes","2004","2004 Footnotes","2005","2005 Footnotes","2006","2006 Footnotes","2007","2007 Footnotes","2008","2008 Footnotes","2009","2009 Footnotes","2010","2010 Footnotes","2011","2011 Footnotes","2012","2012 Footnotes","2013","2013 Footnotes","2014","2014 Footnotes","2015","2015 Footnotes","2016","2016 Footnotes"
"Turkey","Thousand units","67","","87","","166","","82","","25","","22","","10","","7","","","","","","51","5","","","","","20","","52","","","","","","","","","","","","","","",""
"Ukraine","Thousand units","5","","2","","1","","0.2","","1","","","","","","0.2","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","0",""
"United Kingdom","Mil. USD","","","","","","","","","","","0","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.7900043927742",""
"United Kingdom","Thousand units","","","","","15","","23","","24","","","","26.977","","9.883","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Uruguay","Mil. USD","","","","","4.19141956893965","","2.75085124499653","","4.09185109945058","","6.11706915729248","","4.90758093316998","","","","4.6284327211302","","","","","","","","","","","","","","23.0965476070297","","","","18.1137161902453","","16.949352531633","","","","","","",""
"Uruguay","Thousand units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6","","","","18.627","","16.816","","","","","","",""
"Uzbekistan","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.71974873183833",""
"Uzbekistan","Thousand units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.467",""
"Viet Nam","Thousand units","62","","68.1","","77.5","","256.3","","241.6","","463.4","","610.3","","1051.6","","1180.4","","1828.4","","1982.1","","2146.594","","2729.222","","2880.2","","3091.491","","3506.6","","4070.194","","3634.545","","3662.311","","3488.755","","3422.247","","3535.6",""
"Zimbabwe","Thousand units","","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","","","","","","","","","","","","","","","","","","","","","",""

"fnSeqID","Footnote"
"1","Excluding motor bicycles."
"2","Twelve months ending 30 June of year stated."
"3","Motorcycles only."
"4","Provisional or estimated figure."
"5","Break in series; data prior to the sign not comparable to following years."
"6","Calculated by the Statistics Division of the United Nations, based on Prodcom data."
"7","Source: Afristat: Sub-Saharan African Observatory of Economics and Statistics (Bamako)."
"8","Production by establishments employing 10 or more persons."
"9","Including motorcycles with engines below 50 cc."
"10","Excluding Prodcom 2002 code 35.41.12.70."
