"Country or Area","Unit","1995","1995 Footnotes","1996","1996 Footnotes","1997","1997 Footnotes","1998","1998 Footnotes","1999","1999 Footnotes","2000","2000 Footnotes","2001","2001 Footnotes","2002","2002 Footnotes","2003","2003 Footnotes","2004","2004 Footnotes","2005","2005 Footnotes","2006","2006 Footnotes","2007","2007 Footnotes","2008","2008 Footnotes","2009","2009 Footnotes","2010","2010 Footnotes","2011","2011 Footnotes","2012","2012 Footnotes","2013","2013 Footnotes","2014","2014 Footnotes","2015","2015 Footnotes","2016","2016 Footnotes"
"Iran (Islamic Republic of)","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","895973","","","","","","","","","","","","","","",""
"Iraq","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.98782905982906","","1.78564102564103","","2.27991452991453","","0.894640559984382","","1.00428816466552","","0.634648370497427","","0","","0",""
"Iraq","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5178","","7111","","6972","","2222","","2406","","1642","","0","","0",""
"Ireland","Mil. USD","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","0","2"
"Ireland","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2"
"Italy","Mil. USD","","","","","","","","","","","","","","","","","375.405387865968","","378.064604247763","","","","","","","","","","","","","","","","","","","","","","","","",""
"Italy","Units","","","","","","","","","","","","","","","","","1498288","","1343394","","","","","","","","","","","","","","","","","","","","","","","","",""
"Japan","Mil. USD","","","","","4266.94205936419","","3727.68709528853","","4085.45389364577","","4183.34260011079","","2973.72772030302","","2154.67156906664","","2296.83467076593","","2613.25710423288","","2540.1791207312","","","","","","","","","","","","","","","","","","","","","","",""
"Japan","Units","","","","","","","","","","","","","","","","","","","","","3678211","","","","","","","","","","","","","","","","","","","","","","",""
"Jordan","Mil. USD","","","","","","","","","","","","","","","","","","","13.7658674188999","","14.3695345557123","","13.885754583921","","15.5585382656214","","","","","","","","","","","","","","","","","","",""
"Kazakhstan","Units","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","0",""
"Kyrgyzstan","Units","","","","","","","","","","","","","","","630","","345","","0","","0","","0","","0","","0","","0","","0","","0","","0","","","","","","0","","0",""
"Latvia","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2"
"Latvia","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2"
