ID,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery_Cumulative Rated Capacity_MG,56.25,Lead-acid battery,Madagascar,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,MG
Lead-acid battery_Cumulative Rated Power_MG,15.0,Lead-acid battery,Madagascar,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,MG
