ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery_Cumulative Rated Capacity_CZ,169.9,Flow battery,Czech Republic,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CZ
Flow battery_Cumulative Rated Power_CZ,40.0,Flow battery,Czech Republic,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CZ
