ID,2010,2012,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery_Cumulative Rated Capacity_IT,100.0,6100.0,7540.0,Flow battery,Italy,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,IT
Flow battery_Cumulative Rated Power_IT,10.0,1510.0,1960.0,Flow battery,Italy,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,IT
