ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_PT,3180.0,Lithium-ion battery,Portugal,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,PT
Lithium-ion battery_Cumulative Rated Power_PT,6000.0,Lithium-ion battery,Portugal,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,PT
