ID,1984,1986,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_AR,,,Pumped hydro storage,Argentina,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,AR
Pumped hydro storage_Cumulative Rated Power_AR,224000.0,974000.0,Pumped hydro storage,Argentina,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,AR
