ID,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Compressed air energy storage_Cumulative Rated Capacity_GB,1980000.0,Compressed air energy storage,United Kingdom,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,GB
Compressed air energy storage_Cumulative Rated Power_GB,330000.0,Compressed air energy storage,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,GB
