ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_FI,1600.0,Lithium-ion battery,Finland,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,FI
Lithium-ion battery_Cumulative Rated Power_FI,3200.0,Lithium-ion battery,Finland,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,FI
