ID,2012,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_DK,300.0,400.0,Lithium-ion battery,Denmark,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,DK
Lithium-ion battery_Cumulative Rated Power_DK,1200.0,1600.0,Lithium-ion battery,Denmark,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,DK
