ID,1987,2014,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery_Cumulative Rated Capacity_DE,14195.0,15380.0,20380.0,Lead-acid battery,Germany,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,DE
Lead-acid battery_Cumulative Rated Power_DE,8500.0,10090.0,15090.0,Lead-acid battery,Germany,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,DE
