ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_IN,10250.0,Lithium-ion battery,India,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,IN
Lithium-ion battery_Cumulative Rated Power_IN,10125.0,Lithium-ion battery,India,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,IN
