ID,2017,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_BF,400.0,800.0,Lithium-ion battery,Burkina-Faso,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,BF
Lithium-ion battery_Cumulative Rated Power_BF,100.0,200.0,Lithium-ion battery,Burkina-Faso,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,BF
