ID,2010,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_TW,250.0,1750.0,Lithium-ion battery,Taiwan,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,TW
Lithium-ion battery_Cumulative Rated Power_TW,100.0,725.0,Lithium-ion battery,Taiwan,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,TW
