ID,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_QA,500.0,Lithium-ion battery,Qatar,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,QA
Lithium-ion battery_Cumulative Rated Power_QA,250.0,Lithium-ion battery,Qatar,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,QA
