ID,2014,2017,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_TG,360.0,760.0,1160.0,Lithium-ion battery,Togo,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,TG
Lithium-ion battery_Cumulative Rated Power_TG,90.0,190.0,290.0,Lithium-ion battery,Togo,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,TG
