ID,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel_Cumulative Rated Capacity_KR,50.0,Flywheel,South Korea,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,KR
Flywheel_Cumulative Rated Power_KR,100.0,Flywheel,South Korea,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,KR
