ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_SA,187.0,Lithium-ion battery,Saudi Arabia,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,SA
Lithium-ion battery_Cumulative Rated Power_SA,20.0,Lithium-ion battery,Saudi Arabia,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,SA
