ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Compressed air energy storage_Cumulative Rated Capacity_CH,2000.0,Compressed air energy storage,Switzerland,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CH
Compressed air energy storage_Cumulative Rated Power_CH,500.0,Compressed air energy storage,Switzerland,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CH
