ID,2012,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_RU,2505.0,5010.0,Lithium-ion battery,Russia,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,RU
Lithium-ion battery_Cumulative Rated Power_RU,1500.0,3000.0,Lithium-ion battery,Russia,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,RU
