ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_IE,,Lithium-ion battery,Ireland,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,IE
Lithium-ion battery_Cumulative Rated Power_IE,1300.0,Lithium-ion battery,Ireland,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,IE
