ID,2006,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel_Cumulative Rated Capacity_GB,,200.0,Flywheel,United Kingdom,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,GB
Flywheel_Cumulative Rated Power_GB,400000.0,401000.0,Flywheel,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,GB
