ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_KE,100.0,Lithium-ion battery,Kenya,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,KE
Lithium-ion battery_Cumulative Rated Power_KE,50.0,Lithium-ion battery,Kenya,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,KE
