ID,1988,1995,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_BG,,6698000.0,,Pumped hydro storage,Bulgaria,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,BG
Pumped hydro storage_Cumulative Rated Power_BG,160000.0,948000.0,1052000.0,Pumped hydro storage,Bulgaria,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,BG
