ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery_Cumulative Rated Capacity_KZ,100000.0,Flow battery,Kazakhstan,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,KZ
Flow battery_Cumulative Rated Power_KZ,25000.0,Flow battery,Kazakhstan,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,KZ
