ID,1985,1996,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_GR,,,,16320000.0,Pumped hydro storage,Greece,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,GR
Pumped hydro storage_Cumulative Rated Power_GR,315000.0,699000.0,749000.0,1429000.0,Pumped hydro storage,Greece,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,GR
