ID,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery_Cumulative Rated Capacity_CH,60.0,460.0,Flow battery,Switzerland,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CH
Flow battery_Cumulative Rated Power_CH,10.0,210.0,Flow battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CH
