ID,1990,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_RO,,Pumped hydro storage,Romania,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,RO
Pumped hydro storage_Cumulative Rated Power_RO,53000.0,Pumped hydro storage,Romania,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,RO
