ID,2012,2013,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_CH,500.0,784.0,1288.0,Lithium-ion battery,Switzerland,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CH
Lithium-ion battery_Cumulative Rated Power_CH,1000.0,1105.0,1825.0,Lithium-ion battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CH
