ID,1979,1981,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_BE,5820000.0,,Pumped hydro storage,Belgium,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,BE
Pumped hydro storage_Cumulative Rated Power_BE,1164000.0,1307000.0,Pumped hydro storage,Belgium,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,BE
