ID,2010,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Nickel-based battery_Cumulative Rated Capacity_NL,2400.0,Nickel-based battery,Netherlands,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,NL
Nickel-based battery_Cumulative Rated Power_NL,3000.0,Nickel-based battery,Netherlands,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,NL
