ID,1957,1984,1985,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_HR,,,,Pumped hydro storage,Croatia,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,HR
Pumped hydro storage_Cumulative Rated Power_HR,4600.0,280600.0,281740.0,Pumped hydro storage,Croatia,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,HR
