ID,2015,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_BJ,360.0,760.0,Lithium-ion battery,Benin,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,BJ
Lithium-ion battery_Cumulative Rated Power_BJ,90.0,190.0,Lithium-ion battery,Benin,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,BJ
