ID,2009,2012,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-based battery_Cumulative Rated Capacity_FR,7200.0,7340.4,7410.4,Sodium-based battery,France,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,FR
Sodium-based battery_Cumulative Rated Power_FR,1000.0,1120.0,1140.0,Sodium-based battery,France,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,FR
