ID,1964,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_LU,,Pumped hydro storage,Luxembourg,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,LU
Pumped hydro storage_Cumulative Rated Power_LU,1096000.0,Pumped hydro storage,Luxembourg,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,LU
