ID,2012,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sensible heat_Cumulative Rated Capacity_IN,8400.0,633400.0,Sensible heat,India,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,IN
Sensible heat_Cumulative Rated Power_IN,175.0,125175.0,Sensible heat,India,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,IN
