ID,2014,2015,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_GN,360.0,800.0,1200.0,Lithium-ion battery,Guinea,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,GN
Lithium-ion battery_Cumulative Rated Power_GN,90.0,200.0,300.0,Lithium-ion battery,Guinea,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,GN
