ID,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Hydrogen storage_Cumulative Rated Capacity_DK,,Hydrogen storage,Denmark,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,DK
Hydrogen storage_Cumulative Rated Power_DK,1250.0,Hydrogen storage,Denmark,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,DK
