ID,1989,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_CL,,Pumped hydro storage,Chile,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CL
Pumped hydro storage_Cumulative Rated Power_CL,30800.0,Pumped hydro storage,Chile,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CL
