ID,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery_Cumulative Rated Capacity_PF,2000.0,Flow battery,French Polynesia,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,PF
Flow battery_Cumulative Rated Power_PF,1000.0,Flow battery,French Polynesia,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,PF
