ID,1954,1956,1961,1963,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1977,1978,1979,1981,1984,1985,1987,1991,1994,1995,2007,2010,2012,2013,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_US,,,,3520000.0,5920000.0,,,9312000.0,,,,,,12312000.0,,52219064.0,,54619064.0,,,58149530.0,83709530.0,,,89709530.0,100039530.0,102679530.0,103909530.0,,,Pumped hydro storage,United States,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,US
Pumped hydro storage_Cumulative Rated Power_US,8500.0,193500.0,433500.0,873500.0,1273500.0,2903500.0,4046500.0,4470500.0,4590500.0,5030500.0,5340500.0,6584500.0,11912700.0,12512700.0,12762700.0,14925900.0,15133900.0,15333900.0,16603900.0,20206900.0,20406700.0,21471700.0,21516700.0,22611700.0,23111700.0,24111700.0,24451700.0,24601700.0,28701700.0,29601700.0,Pumped hydro storage,United States,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,US
