ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_NG,2200.0,Lithium-ion battery,Nigeria,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,NG
Lithium-ion battery_Cumulative Rated Power_NG,1100.0,Lithium-ion battery,Nigeria,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,NG
