ID,2011,2013,2014,2016,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery_Cumulative Rated Capacity_CN,9000.0,19000.0,25300.0,33300.0,833300.0,Flow battery,China,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CN
Flow battery_Cumulative Rated Power_CN,2500.0,7500.0,9930.0,11930.0,211930.0,Flow battery,China,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CN
