ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sensible heat_Cumulative Rated Capacity_MA,480000.0,Sensible heat,Morocco,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,MA
Sensible heat_Cumulative Rated Power_MA,160000.0,Sensible heat,Morocco,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,MA
