ID,2021,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_UA,2250.0,Lithium-ion battery,Ukraine,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,UA
Lithium-ion battery_Cumulative Rated Power_UA,1043.0,Lithium-ion battery,Ukraine,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,UA
