ID,2016,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Compressed air energy storage_Cumulative Rated Capacity_CN,50.0,300050.0,Compressed air energy storage,China,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CN
Compressed air energy storage_Cumulative Rated Power_CN,100.0,60100.0,Compressed air energy storage,China,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CN
