ID,2015,2016,2017,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sensible heat_Cumulative Rated Capacity_ZA,700000.0,1195000.0,1745000.0,2945000.0,Sensible heat,South Africa,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,ZA
Sensible heat_Cumulative Rated Power_ZA,200000.0,255000.0,355000.0,455000.0,Sensible heat,South Africa,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,ZA
