ID,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Heat thermal storage_Cumulative Rated Capacity_CN,1500.0,Heat thermal storage,China,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CN
Heat thermal storage_Cumulative Rated Power_CN,1500.0,Heat thermal storage,China,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CN
