ID,2010,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Latent heat_Cumulative Rated Capacity_CA,70.05,Latent heat,Canada,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CA
Latent heat_Cumulative Rated Power_CA,15.0,Latent heat,Canada,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CA
