ID,2016,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_NZ,141.48,6641.48,Lithium-ion battery,New Zealand,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,NZ
Lithium-ion battery_Cumulative Rated Power_NZ,36.0,286.0,Lithium-ion battery,New Zealand,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,NZ
