ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery_Cumulative Rated Capacity_ZA,2500.0,Flow battery,South Africa,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,ZA
Flow battery_Cumulative Rated Power_ZA,625.0,Flow battery,South Africa,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,ZA
