ID,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Hydrogen storage_Cumulative Rated Capacity_IT,39000.0,Hydrogen storage,Italy,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,IT
Hydrogen storage_Cumulative Rated Power_IT,1200.0,Hydrogen storage,Italy,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,IT
