ID,1966,1973,1977,1984,2019,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_AU,,,,5000000.0,6500000.0,Pumped hydro storage,Australia,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,AU
Pumped hydro storage_Cumulative Rated Power_AU,1700.0,1501700.0,2041700.0,2541700.0,2791700.0,Pumped hydro storage,Australia,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,AU
