ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Hydrogen storage_Cumulative Rated Capacity_TH,999.0,Hydrogen storage,Thailand,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,TH
Hydrogen storage_Cumulative Rated Power_TH,300.0,Hydrogen storage,Thailand,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,TH
