ID,2010,2012,2013,2014,2015,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_JP,200.0,2837.6,3892.8199999999997,,31247.82,78447.82,Lithium-ion battery,Japan,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,JP
Lithium-ion battery_Cumulative Rated Power_JP,100.0,2268.0,3595.0,13895.0,56895.0,103395.0,Lithium-ion battery,Japan,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,JP
