ID,2011,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery_Cumulative Rated Capacity_KR,138.0,426.0,Lead-acid battery,South Korea,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,KR
Lead-acid battery_Cumulative Rated Power_KR,150.0,300.0,Lead-acid battery,South Korea,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,KR
