ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery_Cumulative Rated Capacity_VU,72.0,Lead-acid battery,Vanuatu,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,VU
Lead-acid battery_Cumulative Rated Power_VU,15.0,Lead-acid battery,Vanuatu,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,VU
