ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Zinc-based battery_Cumulative Rated Capacity_MG,45024.0,Zinc-based battery,Madagascar,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,MG
Zinc-based battery_Cumulative Rated Power_MG,938.0,Zinc-based battery,Madagascar,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,MG
