ID,1987,1988,1994,1996,1997,2000,2004,2009,2010,2011,2012,2013,2014,2015,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery_Cumulative Rated Capacity_US,500.0,40500.0,54500.0,,55900.0,,69300.0,69675.0,,78682.5,97918.5,102251.5,,,114871.5,Lead-acid battery,United States,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,US
Lead-acid battery_Cumulative Rated Power_US,500.0,10500.0,30500.0,37750.0,38750.0,48750.0,68750.0,70250.0,70358.0,88608.0,111874.0,113906.0,125006.0,130706.0,143266.0,Lead-acid battery,United States,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,US
