ID,2010,2012,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery_Cumulative Rated Capacity_JP,10485.0,10677.0,11387.4,Lead-acid battery,Japan,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,JP
Lead-acid battery_Cumulative Rated Power_JP,4500.0,4600.0,5095.0,Lead-acid battery,Japan,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,JP
